,thscode,ths_market_value_stock,ths_pb_latest_stock,ths_pe_ttm_stock,ths_ps_ttm_stock,ths_sq_np_yoy_stock,ths_revenue_yoy_sq_stock,ths_op_yoy_sq_stock,ths_the_citic_industry_stock
0,600854.SH,2057055810.48,1.4849705395356,30.445147074773,2.1265807549471,,,,家电
1,600855.SH,3544954909.04,5.6192678284487,177.82374385429,2.0708679330281,,,,国防军工
2,600856.SH,7352600559.020001,3.2430519729744,24.905885525495,1.2793949913695,,,,电力及公用事业
3,600857.SH,1947096896.92,12.494007517723,-4.2910861468219,1.9222460662705,,,,商贸零售
4,600858.SH,2756352921.7,1.2616512398505,51.863812270917,0.21207283597887,,,,商贸零售
5,600859.SH,11760192802.5,1.5573135592764,8.5560479532817,0.44362312275241,,,,商贸零售
6,600860.SH,1655357440.0,4.9273653504372,43.882222841618,1.7922826427987,,,,机械
7,600861.SH,2366532969.03,1.2866525294479,40.584744915779,1.1937147667604,,,,商贸零售
8,600862.SH,9040888704.43,3.8604348552407,178.60693384565,3.3003050864981,,,,国防军工
9,600863.SH,13241824962.48,1.6890058502355,26.75031078807,1.0088706158944,,,,电力及公用事业
10,600864.SH,11638995966.24,1.2439034471481,-56.897189695582,4.2948655434225,,,,电力及公用事业
11,600865.SH,2310115540.24,1.7287361604228,25.786937122617,2.8594549153616,,,,商贸零售
12,600866.SH,2413771559.1,3.2476656536244,-29.459073003942,2.844252865673,,,,食品饮料
13,600867.SH,30351554206.7,8.651252578205,34.664797164147,11.235220853498,,,,医药
14,600868.SH,5751390497.37,3.3040319755135,365.61884470927,25.757280675842,,,,电力及公用事业
15,600869.SH,10053667939.38,2.2800985052771,49.53410256496,0.58018963914231,,,,电力设备及新能源
16,600870.SH,1475423055.3,1381.3918278628,-97.386727174584,32.717513677499,,,,家电
17,600871.SH,31074255803.796,-17.958908973271,-5.553768117074,0.68239947303342,,,,石油石化
18,600872.SH,21939388322.76,6.2801404123681,37.546853556,5.4235445772479,,,,食品饮料
19,600873.SH,13396234413.78,1.7614685305033,11.093448715808,1.072378313108,,,,食品饮料
20,600874.SH,9339107196.5,3.6287075876483,21.464830485204,4.7492308254613,,,,电力及公用事业
21,600875.SH,23389618440.0,1.2026463205818,25.618647189572,0.79972834057482,,,,电力设备及新能源
22,600876.SH,4500727300.44,18.992803972202,-433.26351632347,25.590681331977,,,,建材
23,600877.SH,3175243024.8,447.00581087064,29.250620532009,7.0517554424551,,,,汽车
24,600879.SH,16750711109.44,1.8716685368876,30.324579471248,1.2005192867577,,,,国防军工
25,600880.SH,4821594525.72,1.5822852503508,47.783897457761,6.7264847036282,,,,传媒
26,600881.SH,11923512867.96,1.1518545449982,16.452965231059,0.61661482780242,,,,建材
27,600882.SH,3183851089.65,3.1667567558546,1173.9636769085,3.0264780034628,,,,钢铁
28,600883.SH,1652616000.0,3.3693625351909,-301.90973119064,46.050530831822,,,,
29,600884.SH,17133393686.36,2.0855656956305,11.558432097063,2.1393604627789,,,,电子
30,600885.SH,17487001240.96,5.5829093870832,25.342035550114,2.6644981080067,,,,电力设备及新能源
31,600886.SH,51641637670.67,1.6301438207557,13.327504800984,1.3688057975751,,,,电力及公用事业
32,600887.SH,143139905168.4,7.7944326757276,23.421647079409,1.8610305848486,,,,食品饮料
33,600888.SH,4084941641.16,1.6505250649248,24.927361781286,0.71403026281566,,,,有色金属
34,600889.SH,1894008871.7,2.2752237476275,-4.1442299843656,1.771254013389,,,,基础化工
35,600890.SH,5311217462.25,20.119476554713,9836.8723335523,70.259517890909,,,,房地产
36,600891.SH,3798152688.45,1.5534897082089,33.496904073972,0.54362447559328,,,,商贸零售
37,600892.SH,5040772333.88,2.6612170988965,23.540822028616,17.718270962045,,,,传媒
38,600893.SH,54423737245.5,2.3473573635949,43.694142033398,2.3252972985164,,,,国防军工
39,600894.SH,5228477121.6,1.1797552065731,17.926095988444,0.97643194198655,,,,机械
40,600895.SH,25723733425.5,2.631433551672,48.471223486922,20.645692361638,,,,房地产
41,600896.SH,3632834133.5,3.7130844484173,-7.0185496228608,71.381398017132,,,,交通运输
42,600897.SH,6227207100.0,1.9649935349601,13.469997708076,3.5278054868751,,,,交通运输
43,600898.SH,2088371991.4,6.5958446462633,-30.19412559171,0.66732483598239,,,,商贸零售
44,600900.SH,320980000000.0,2.5386847697282,14.311773675517,6.1750417759152,,,,电力及公用事业
45,600903.SH,20975124069.0,5.8024392278785,138.29887629223,6.4617122459996,,,,电力及公用事业
46,600908.SH,10848766346.93,1.5717654880491,9.9894719682234,3.4982467588944,,,,银行
47,600909.SH,19517190000.0,2.1466789964443,48.249110326377,12.153118739389,,,,非银行金融
48,600917.SH,12245720000.0,4.5786549641838,36.237269578166,2.0399551640586,,,,电力及公用事业
49,600919.SH,75500703000.0,0.93072755082608,5.8316142847113,2.2029689617694,,,,银行
50,600926.SH,40425979404.16,1.009536423111,7.6317954898569,2.4262451004636,,,,银行
51,600933.SH,7268184000.0,3.6847311854028,15.100616090229,2.9306996230881,,,,汽车
52,600936.SH,7218833352.48,3.1374809111269,42.990609305423,2.6014669100667,,,,传媒
53,600939.SH,9290240000.0,2.1948452763145,26.019622534446,0.19759505135295,,,,建筑
54,600958.SH,63258754768.992,1.8294074196256,37.328797277618,6.8000524845953,,,,非银行金融
55,600959.SH,18024218267.36,2.3784457791788,28.512228120158,2.2612128492163,,,,传媒
