,thscode,ths_market_value_stock,ths_pb_latest_stock,ths_pe_ttm_stock,ths_ps_ttm_stock,ths_sq_np_yoy_stock,ths_revenue_yoy_sq_stock,ths_op_yoy_sq_stock,ths_the_citic_industry_stock
0,688768.SH,6197605863.36,8.1466456692713,53.401786458261,11.329520483916,42.1951,39.153,55.859,计算机
1,688772.SH,20911391124.08,3.3500670303586,229.78037776444,1.9054688305575,-120.3916,-1.8451,-159.219,电子
2,688776.SH,13554120738.24,7.7726007735402,81.627591530194,14.872061081167,-32.25,0.3547,-44.6209,国防军工
3,688777.SH,45126433090.0,8.5825433553477,56.554433676973,6.8127129220008,28.0442,50.0993,18.7956,计算机
4,688778.SH,23346779541.2,2.8473268826569,20.835078180659,0.81202486585205,45.2736,19.7822,46.7707,基础化工
5,688779.SH,28147119508.48,3.6074404437696,18.897041843538,1.5658690656626,75.9593,129.0608,22.0325,基础化工
6,688786.SH,3543229976.0,5.3753578069496,35.864342335849,8.2851028465357,-17.5355,-15.7214,-39.5918,有色金属
7,688787.SH,2554732000.0,3.0797608556652,86.735924619991,9.7179531541035,81.9965,26.4571,17.0343,计算机
8,688788.SH,3816442613.25,1.4193636098071,-19.402964800652,16.358130201724,-400.4872,10.9177,-249.9886,国防军工
9,688789.SH,13139844659.5,7.7973818573904,54.069762481268,14.688963467472,-7.4287,-17.8136,-8.1435,机械
10,688793.SH,3022209200.0,6.3961780535126,-24.287988093318,3.3735325690075,-355.1835,-34.3911,-395.2692,家电
11,688798.SH,15857980000.0,4.4856150233582,-297.06160732159,7.5892874662076,-216.29,-36.9911,-233.8838,电子
12,688799.SH,2985654000.0,1.8699957076853,16.332471278229,2.309694925255,-4.0071,7.4596,-0.7239,医药
13,688800.SH,12071594307.36,6.3962687230565,47.77412619557,7.4280240267646,31.7557,52.4556,23.9771,电子
14,688819.SH,35714954000.0,2.6115665104568,18.716707451479,0.85274424814714,60.0319,-1.0589,163.4753,电力设备及新能源
15,688981.SH,169472210688.64,2.4407463216597,26.829712853056,6.5741674077748,-18.1386,14.5511,-27.1338,电子
16,689009.SH,21738855938.6,4.4392801958263,48.24926550837,2.1471921203478,164.9214,28.2262,291.2967,机械
17,830799.BJ,1285199850.0,3.6187598058149,24.948087855689,2.1206721600185,8.489,46.2963,29.1505,
18,830832.BJ,876987626.8,1.1482135086602,18.707893542211,1.5193083118005,-108.6338,-21.4332,-121.1569,
19,830839.BJ,785559000.0,1.7119440659488,12.402846653277,1.5564162706463,117.0501,35.5976,7.9741,
20,830879.BJ,805886420.16,1.399151232643,13.309475910065,2.6966952584428,-5.1518,12.1205,-6.0816,
21,830946.BJ,3833726693.2,3.5280525893178,23.879466101934,6.1478014799921,-30.757,-22.5869,-41.0736,
22,830964.BJ,848926000.0,0.96824163955007,17.133219152721,1.286416060045,-32.2981,0.1026,-72.249,
23,831010.BJ,886410000.0,1.4132693386091,15.608061022437,1.9600799602105,-68.4132,-5.3459,-61.3581,
24,831039.BJ,729106800.0,1.2540834453563,11.013196882892,3.3238913794789,15.3109,3.5024,-10.1533,
25,831087.BJ,926772000.0,1.8954438489813,15.015910734074,2.1181226422083,30.0504,47.5164,34.9971,
26,831152.BJ,1594126156.0,3.5065190053776,37.885472673587,2.8303983828328,31.7983,-3.9822,20.4178,
27,831167.BJ,443848516.08,1.7146773429663,20.367553109319,0.71883693792862,-35.8873,-26.771,-42.8395,
28,831195.BJ,765614300.0,1.2554510837411,11.80805380708,1.0561763136831,-44.6669,14.9366,23.5823,
29,831278.BJ,453963020.0,1.2521878246676,23.77605576124,1.77219058518,-46.405,-15.0826,-52.9026,
30,831305.BJ,1058963000.0,1.4412093122224,17.714590448483,4.8015570935797,-53.1273,-15.0349,-47.9608,
31,831370.BJ,891274800.0,1.1769946256271,-16.812999547242,1.4834282472818,-1338.4333,-0.9596,-999.7661,
32,831445.BJ,963675462.75,2.5028612673933,22.325514830631,2.7931100515443,-77.0084,-32.7504,-97.6903,
33,831526.BJ,329600000.0,1.7817660968479,19.889623679938,2.8097044233774,-31.936,-18.2222,-33.5049,
34,831641.BJ,789038250.0,2.1294177804384,12.48104175198,1.0941525732447,-23.6865,23.5091,-23.7873,
35,831689.BJ,619496000.0,1.5096145917095,12.330505525709,1.4684262343416,105.9586,18.6706,137.9714,
36,831726.BJ,1033758000.0,2.2490932323969,16.142736765675,3.3954757558197,4.1574,2.7429,58.0271,
37,831768.BJ,594799200.0,0.84884573481845,45.696263038246,0.58750814349178,-163.3924,-41.5046,-218.1429,
38,831832.BJ,851619750.0,1.3739440233992,15.038056782022,2.4573606291081,42.7516,23.4253,-1.6059,
39,831834.BJ,458400019.1,1.361766394886,12.404092374221,1.7819646059243,10.1964,-13.2111,54.5159,
40,831855.BJ,477545997.87,0.92927574385077,11.36521950699,2.0346172547483,-9.6891,-36.3004,-4.4211,
41,831856.BJ,418104978.72,0.95350308478763,12.889295282855,0.92960785475444,95.709,3.8871,-52.3103,
42,831961.BJ,1531250245.76,2.1614732980466,68.759312880971,4.8153811113253,-76.6043,-27.3372,-101.8398,
43,832000.BJ,461420400.0,0.90654620814561,10.957054550563,1.2112327209208,112.5982,-16.4083,755.0633,
